"Date","Stock","Oil","EuroToDollar","Gold"
"2019-11-12",3089.28002929688,56.889999,0.9077,1487.8
"2019-11-13",3084.17993164062,56.790001,0.9088,1489.9
"2019-11-14",3090.75,57.389999,0.9078,1495.1
"2019-11-15",3107.919921875,56.91,0.9053,1496.3
"2019-11-18",3117.90991210938,57.880001,0.9026,1498.4
"2019-11-19",3127.44995117188,56.900002,0.9029,1501.3
"2019-11-20",3114.65991210938,55.16,0.9039,1505.5
"2019-11-21",3108.48999023438,57,0.9036,1505.5
"2019-11-22",3111.40991210938,58.310001,0.9067,1497.7
"2019-11-25",3117.43994140625,57.919998,0.9083,1490.9
"2019-11-26",3134.85009765625,57.919998,0.9081,1484.3
"2019-11-27",3145.48999023438,58.27,0.9089,1489.2
"2019-11-29",3147.17993164062,NA,0.9075,1488
"2019-12-02",3143.85009765625,55.470001,0.9029,1494
"2019-12-03",3087.40991210938,55.959999,0.9018,1491.1
"2019-12-04",3103.5,56.43,0.9029,1509.1
"2019-12-05",3119.2099609375,58.360001,0.9006,1505
"2019-12-06",3134.6201171875,58.32,0.9048,1503
"2019-12-09",3141.86010742188,59.110001,0.9036,1493.2
"2019-12-10",3135.36010742188,58.919998,0.9017,1490.6
"2019-12-11",3135.75,59.060001,0.9016,1500
"2019-12-12",3141.22998046875,58.880001,0.8997,1511.2
"2019-12-13",3166.64990234375,59.360001,0.8986,1493
"2019-12-16",3183.6298828125,59.869999,0.8977,1505.4
"2019-12-17",3195.39990234375,60.23,0.897,1505.8
"2019-12-18",3195.2099609375,60.549999,0.8998,1506.4
"2019-12-19",3192.32006835938,60.860001,0.8986,1505.4
"2019-12-20",3223.330078125,61.110001,0.9029,1508.1
"2019-12-23",3226.05004882812,60.41,0.9016,1510.7
"2019-12-24",3225.44995117188,NA,0.9022,1518.6
"2019-12-26",3227.19995117188,61.200001,0.9007,1528.9
"2019-12-27",3247.22998046875,61.73,0.8949,1540.7
"2019-12-30",3240.09008789062,61.709999,0.8915,1543.9
"2019-12-31",3215.17993164062,61.68,0.8907,1546.7
